Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Away,RECOVERY,,1,17894,1192.933,17894,1192.933,Player 1584,,0.23208,0.43423,0.23208,0.43423
Away,BALL LOST,INTERCEPTION,1,17900,1193.333,17907,1193.8,Player 1584,,0.25751,0.42489,0.31569,0.42323
Home,RECOVERY,INTERCEPTION,1,17907,1193.8,17907,1193.8,Player 1472,,0.31569,0.42323,0.31569,0.42323
Home,PASS,,1,17937,1195.8,17951,1196.733,Player 1472,Player 1473,0.30076,0.44779,0.32408,0.54811
Home,PASS,,1,18003,1200.2,18016,1201.067,Player 1473,Player 1304,0.36695,0.48973,0.26968,0.3378
Home,PASS,,1,18118,1207.867,18129,1208.6,Player 1304,Player 1472,0.44238,0.35638,0.41056,0.55094
Home,PASS,,1,18194,1212.933,18197,1213.133,Player 1472,Player 1473,0.10901,0.4135,0.13229,0.4311
Home,PASS,,1,18219,1214.6,18237,1215.8,Player 1473,Player 1294,0.20707,0.45927,0.49667,0.39579
Home,PASS,LONG BALL,1,18238,1215.867,18254,1216.933,Player 1294,Player 1678,0.51809,0.39056,0.86095,0.3069
Home,BALL LOST,INTERCEPTION,1,18260,1217.333,18334,1222.267,Player 1678,,0.84683,0.30767,0.91861,0.57203
Away,RECOVERY,INTERCEPTION,1,18334,1222.267,18334,1222.267,Player 1295,,0.91861,0.57203,0.91861,0.57203
Away,PASS,,1,18517,1234.467,18574,1238.267,Player 1295,Player 1382,0.83397,0.45897,0.67225,0.65216
Away,PASS,,1,18578,1238.533,18586,1239.067,Player 1382,Player 1708,0.66119,0.63434,0.69726,0.93232
Away,PASS,,1,18591,1239.4,18673,1244.867,Player 1703,Player 1708,0.70064,0.97427,0.70929,0.9448
Away,PASS,,1,18700,1246.667,18793,1252.867,Player 1708,Player 1709,0.7099,0.8905,0.50084,0.95694
Away,BALL LOST,OUT,1,18795,1253.0,18795,1253.0,Player 1709,,0.4817,0.95803,0.45772,1.01556
Home,SET PIECE,,1,18981,1265.4,18981,1265.4,Player 1711,,0.43673,0.94891,0.43673,0.94891
Home,BALL LOST,OUT,1,18982,1265.467,18982,1265.467,Player 1711,,0.43668,0.94864,0.4478,1.02354
Home,SET PIECE,THROW IN,1,19121,1274.733,19121,1274.733,Player 1778,,0.4478,1.02354,0.4478,1.02354
Home,BALL LOST,OUT,1,19130,1275.333,19130,1275.333,Player 1778,,0.44787,1.02707,0.41478,1.06024
Away,SET PIECE,KICK OFF,1,19220,1281.333,19220,1281.333,Player 1584,,0.48513,0.46746,0.48513,0.46746
Away,PASS,,1,19221,1281.4,19228,1281.867,Player 1584,Player 1686,0.4906,0.46476,0.52788,0.45224
Away,BALL LOST,INTERCEPTION,1,19232,1282.133,19247,1283.133,Player 1686,,0.57213,0.44083,0.73804,0.39802
Home,RECOVERY,INTERCEPTION,1,19247,1283.133,19247,1283.133,Player 1678,,0.73804,0.39802,0.73804,0.39802
Home,BALL LOST,INTERCEPTION,1,19255,1283.667,19269,1284.6,Player 1678,,0.72048,0.38994,0.55182,0.14896
Away,RECOVERY,INTERCEPTION,1,19269,1284.6,19269,1284.6,Player 1624,,0.55182,0.14896,0.55182,0.14896
Away,PASS,,1,19292,1286.133,19322,1288.133,Player 1624,Player 730,0.53214,0.16391,0.67768,0.51847
Away,BALL LOST,,1,19340,1289.333,19341,1289.4,Player 730,,0.69156,0.56973,0.69504,0.57929
Home,RECOVERY,,1,19341,1289.4,19341,1289.4,Player 1845,,0.69504,0.57929,0.69504,0.57929
Home,BALL LOST,INTERCEPTION,1,19353,1290.2,19363,1290.867,Player 1845,,0.70581,0.66114,0.65742,0.67209
Away,RECOVERY,INTERCEPTION,1,19363,1290.867,19363,1290.867,Player 1382,,0.65742,0.67209,0.65742,0.67209
Away,BALL LOST,INTERCEPTION,1,19379,1291.933,19437,1295.8,Player 1382,,0.7383,0.61984,0.82411,0.41109
Home,RECOVERY,INTERCEPTION,1,19437,1295.8,19437,1295.8,Player 1334,,0.82411,0.41109,0.82411,0.41109
Away,PASS,,1,19691,1312.733,19694,1312.933,Player 1639,Player 1210,0.5,0.57223,0.5,0.61797
Away,BALL LOST,INTERCEPTION,1,19705,1313.667,19711,1314.067,Player 1210,,0.5,0.66029,0.35907,0.59227
Home,RECOVERY,INTERCEPTION,1,19711,1314.067,19711,1314.067,Player 1473,,0.35907,0.59227,0.35907,0.59227
Home,PASS,,1,19740,1316.0,19748,1316.533,Player 1473,Player 1858,0.38904,0.65756,0.43658,0.64044
Home,PASS,,1,19775,1318.333,19801,1320.067,Player 1858,Player 1746,0.48768,0.61299,0.41419,0.45744
Home,PASS,LONG BALL,1,19860,1324.0,19875,1325.0,Player 1746,Player 1858,0.29537,0.33359,0.66669,0.35162
Home,PASS,,1,19876,1325.067,19879,1325.267,Player 1858,Player 1678,0.69144,0.35282,0.76571,0.35643
Away,PASS,,1,19903,1326.867,19907,1327.133,Player 1295,Player 1624,0.73656,0.37332,0.70656,0.38653
Away,PASS,,1,19908,1327.2,19922,1328.133,Player 1624,Player 1660,0.69906,0.38983,0.71398,0.47289
Away,PASS,,1,19925,1328.333,19983,1332.2,Player 1660,Player 1920,0.6828,0.49849,0.87512,0.51622
Away,PASS,,1,20008,1333.867,20013,1334.2,Player 1920,Player 730,0.88014,0.53704,0.86463,0.6044
Away,PASS,,1,20014,1334.267,20019,1334.6,Player 730,Player 1639,0.85995,0.63756,0.83657,0.80339
Away,BALL LOST,INTERCEPTION,1,20021,1334.733,20035,1335.667,Player 1639,,0.83851,0.7645,0.81743,0.59136
Home,RECOVERY,INTERCEPTION,1,20035,1335.667,20035,1335.667,Player 1919,,0.81743,0.59136,0.81743,0.59136
Home,PASS,,1,20107,1340.467,20166,1344.4,Player 1922,Player 1691,0.7803,0.65858,0.81491,0.8473
Home,PASS,,1,20167,1344.467,20171,1344.733,Player 1691,Player 1936,0.80601,0.81381,0.77038,0.67982
Home,BALL LOST,INTERCEPTION,1,20172,1344.8,20177,1345.133,Player 1936,,0.76148,0.64632,0.74169,0.57943
Away,RECOVERY,INTERCEPTION,1,20177,1345.133,20177,1345.133,Player 1892,,0.74169,0.57943,0.74169,0.57943
Away,PASS,,1,20180,1345.333,20186,1345.733,Player 1892,Player 1382,0.73927,0.58031,0.82023,0.5094
Away,PASS,,1,20188,1345.867,20191,1346.067,Player 1382,Player 730,0.81875,0.51014,0.81257,0.59987
Away,BALL LOST,OUT,1,20229,1348.6,20229,1348.6,Player 1892,,0.77993,0.6192,1.00939,0.12377
Away,SET PIECE,,1,20319,1354.6,20319,1354.6,Player 1892,,0.79107,0.63929,0.79107,0.63929
Away,BALL LOST,,1,20389,1359.267,20390,1359.333,Player 1892,,0.78275,0.62429,0.78287,0.62403
Home,RECOVERY,,1,20390,1359.333,20390,1359.333,Player 1472,,0.78287,0.62403,0.78287,0.62403
Home,BALL LOST,,1,20421,1361.4,20422,1361.467,Player 1472,,0.79101,0.62373,0.79109,0.62364
Away,RECOVERY,,1,20422,1361.467,20422,1361.467,Player 1892,,0.79109,0.62364,0.79109,0.62364
Away,PASS,,1,20534,1368.933,20535,1369.0,Player 1686,Player 1639,0.81761,0.67551,0.81703,0.6378
Away,BALL LOST,,1,20536,1369.067,20538,1369.2,Player 1639,,0.81646,0.60008,0.8153,0.52464
Home,RECOVERY,,1,20538,1369.2,20538,1369.2,Player 1845,,0.8153,0.52464,0.8153,0.52464
Home,PASS,,1,20573,1371.533,20581,1372.067,Player 1845,Player 1622,0.76538,0.38663,0.72697,0.40206
Away,PASS,,1,20603,1373.533,20615,1374.333,Player 1639,Player 1295,0.82116,0.44445,0.91615,0.79249
Away,PASS,LONG BALL,1,20626,1375.067,20656,1377.067,Player 1295,Player 1382,0.92436,0.78861,0.70371,0.38474
Away,BALL LOST,,1,20666,1377.733,20667,1377.8,Player 1382,,0.71794,0.37866,0.71937,0.37806
Home,RECOVERY,,1,20667,1377.8,20667,1377.8,Player 1977,,0.71937,0.37806,0.71937,0.37806
Home,PASS,,1,20694,1379.6,20769,1384.6,Player 1977,Player 1678,0.75578,0.37215,0.9306,0.62723
Home,BALL LOST,INTERCEPTION,1,20772,1384.8,20782,1385.467,Player 1678,,0.93521,0.63011,0.86868,0.47717
Away,RECOVERY,INTERCEPTION,1,20782,1385.467,20782,1385.467,Player 1981,,0.86868,0.47717,0.86868,0.47717
Home,PASS,,1,20791,1386.067,20879,1391.933,Player 1678,Player 1977,0.80568,0.41503,0.74002,0.38429
Home,BALL LOST,INTERCEPTION,1,20883,1392.2,20894,1392.933,Player 1977,,0.72792,0.36249,0.67457,0.37685
Away,RECOVERY,INTERCEPTION,1,20894,1392.933,20894,1392.933,Player 1639,,0.67457,0.37685,0.67457,0.37685
Away,PASS,,1,20901,1393.4,20916,1394.4,Player 1639,Player 1981,0.69665,0.39947,0.81766,0.4765
Away,PASS,,1,20918,1394.533,21004,1400.267,Player 1981,Player 1660,0.82896,0.48599,0.81866,0.30096
Away,BALL LOST,INTERCEPTION,1,21005,1400.333,21031,1402.067,Player 1660,,0.80441,0.32633,0.70182,0.5515
Home,RECOVERY,INTERCEPTION,1,21031,1402.067,21031,1402.067,Player 1936,,0.70182,0.5515,0.70182,0.5515
Home,BALL LOST,,1,21040,1402.667,21042,1402.8,Player 1936,,0.72044,0.56791,0.76667,0.56934
Away,RECOVERY,,1,21042,1402.8,21042,1402.8,Player 1382,,0.76667,0.56934,0.76667,0.56934
Away,PASS,,1,21046,1403.067,21048,1403.2,Player 1382,Player 1981,0.80826,0.5977,0.8324,0.58658
Away,BALL LOST,,1,21050,1403.333,21051,1403.4,Player 1981,,0.86924,0.56349,0.88766,0.55195
Home,RECOVERY,,1,21051,1403.4,21051,1403.4,Player 1977,,0.88766,0.55195,0.88766,0.55195
Home,BALL LOST,,1,21082,1405.467,21083,1405.533,Player 1977,,0.90904,0.54071,0.90901,0.54076
Away,RECOVERY,,1,21083,1405.533,21083,1405.533,Player 1986,,0.90901,0.54076,0.90901,0.54076
Away,PASS,,1,21093,1406.2,21135,1409.0,Player 1986,Player 1904,0.91787,0.51258,0.81265,0.21518
Home,PASS,,1,21139,1409.267,21140,1409.333,Player 1685,Player 1936,0.78687,0.28217,0.80037,0.31244
Home,PASS,,1,21141,1409.4,21331,1422.067,Player 1936,Player 2043,0.81387,0.34271,0.69496,0.3293
Home,PASS,,1,21334,1422.267,21373,1424.867,Player 2043,Player 1919,0.67984,0.32533,0.52943,0.35199
Home,BALL LOST,INTERCEPTION,1,21405,1427.0,21410,1427.333,Player 1919,,0.57809,0.32901,0.59812,0.30509
Away,RECOVERY,INTERCEPTION,1,21410,1427.333,21410,1427.333,Player 2066,,0.59812,0.30509,0.59812,0.30509
Away,BALL LOST,INTERCEPTION,1,21436,1429.067,21447,1429.8,Player 2066,,0.57457,0.42741,0.52165,0.57617
Home,RECOVERY,INTERCEPTION,1,21447,1429.8,21447,1429.8,Player 1938,,0.52165,0.57617,0.52165,0.57617
Home,PASS,,1,21472,1431.467,21474,1431.6,Player 1938,Player 1622,0.54967,0.63795,0.5971,0.62426
Home,PASS,,1,21475,1431.667,21487,1432.467,Player 1622,Player 1678,0.62082,0.61741,0.90544,0.53526
Home,BALL LOST,,1,21991,1466.067,21992,1466.133,Player 1977,,0.90845,0.5225,0.90788,0.52156
Away,RECOVERY,,1,21992,1466.133,21992,1466.133,Player 2054,,0.90788,0.52156,0.90788,0.52156
Away,CHALLENGE,AERIAL-LOST,1,21999,1466.6,22055,1470.333,Player 2054,,0.90007,0.52297,0.88762,0.53157
Home,CHALLENGE,AERIAL-WON,1,21999,1466.6,22055,1470.333,Player 1977,,0.90007,0.52297,0.88762,0.53157
Home,PASS,,1,22095,1473.0,22106,1473.733,Player 1622,Player 2099,0.87448,0.5359,0.80044,0.34635
Home,PASS,,1,22112,1474.133,22122,1474.8,Player 2099,Player 1938,0.79852,0.3259,0.83148,0.26946
Home,PASS,,1,22130,1475.333,22132,1475.467,Player 1938,Player 1691,0.84539,0.25565,0.81288,0.2922
Home,BALL LOST,INTERCEPTION,1,22133,1475.533,22138,1475.867,Player 1691,,0.81156,0.29374,0.84983,0.25099
Away,RECOVERY,INTERCEPTION,1,22138,1475.867,22138,1475.867,Player 1584,,0.84983,0.25099,0.84983,0.25099
Away,PASS,,1,22148,1476.533,22150,1476.667,Player 1639,Player 2083,0.86067,0.24815,0.84808,0.28063
Away,PASS,,1,22189,1479.267,22191,1479.4,Player 2083,Player 2120,0.87355,0.26,0.87319,0.22547
Away,BALL LOST,INTERCEPTION,1,22244,1482.933,22276,1485.067,Player 2105,,0.87659,0.257,0.87657,0.25671
Home,RECOVERY,INTERCEPTION,1,22276,1485.067,22276,1485.067,Player 1678,,0.87657,0.25671,0.87657,0.25671
Home,BALL LOST,INTERCEPTION,1,22316,1487.733,22471,1498.067,Player 1678,,0.87302,0.22564,0.52752,0.5615
Away,RECOVERY,INTERCEPTION,1,22471,1498.067,22471,1498.067,Player 2066,,0.52752,0.5615,0.52752,0.5615
Away,BALL LOST,INTERCEPTION,1,22485,1499.0,22504,1500.267,Player 2066,,0.54917,0.57601,0.839,0.50595
Home,RECOVERY,INTERCEPTION,1,22504,1500.267,22504,1500.267,Player 1678,,0.839,0.50595,0.839,0.50595
Home,PASS,,1,22760,1517.333,22770,1518.0,Player 1678,Player 1691,0.82198,0.52018,0.72358,0.85789
Home,PASS,,1,22771,1518.067,22830,1522.0,Player 1691,Player 1678,0.71375,0.89166,0.83318,0.49484
Away,PASS,LONG BALL,1,23257,1550.467,23276,1551.733,Player 1660,Player 2176,0.64299,0.85048,0.19979,0.61484
Away,PASS,LONG BALL,1,23293,1552.867,23373,1558.2,Player 2176,Player 2105,0.17833,0.60779,0.74999,0.68826
Away,PASS,,1,23424,1561.6,23444,1562.933,Player 2105,Player 2234,0.69041,0.80989,0.53069,0.89424
Away,PASS,,1,23447,1563.133,23451,1563.4,Player 2234,Player 2103,0.51982,0.89431,0.51719,0.85578
Away,PASS,,1,23464,1564.267,23479,1565.267,Player 2206,Player 2066,0.51169,0.77763,0.50425,0.66613
Home,PASS,,1,23498,1566.533,23500,1566.667,Player 2194,Player 2162,0.37553,0.63831,0.34315,0.60303
Home,BALL LOST,INTERCEPTION,1,23502,1566.8,23508,1567.2,Player 2162,,0.29855,0.59098,0.16474,0.55481
Away,RECOVERY,INTERCEPTION,1,23508,1567.2,23508,1567.2,Player 2176,,0.16474,0.55481,0.16474,0.55481
Away,BALL LOST,INTERCEPTION,1,23516,1567.733,23591,1572.733,Player 2176,,0.14702,0.52777,0.12337,0.42708
Home,RECOVERY,INTERCEPTION,1,23591,1572.733,23591,1572.733,Player 1946,,0.12337,0.42708,0.12337,0.42708
Home,PASS,,1,23886,1592.4,23949,1596.6,Player 1946,Player 2194,0.09603,0.53467,0.11695,0.32889
Home,PASS,,1,23957,1597.133,24035,1602.333,Player 2194,Player 2251,0.1345,0.35744,0.24046,0.57091
Home,BALL LOST,INTERCEPTION,1,24037,1602.467,24245,1616.333,Player 2251,,0.24781,0.60337,0.17436,0.56223
Away,RECOVERY,INTERCEPTION,1,24245,1616.333,24245,1616.333,Player 2269,,0.17436,0.56223,0.17436,0.56223
Away,PASS,LONG BALL,1,24282,1618.8,24322,1621.467,Player 2269,Player 1904,0.17474,0.53627,0.60907,0.28594
Away,BALL LOST,OUT,1,24335,1622.333,24335,1622.333,Player 1904,,0.56103,0.24367,0.18887,-0.00499
Away,SET PIECE,,1,24422,1628.133,24422,1628.133,Player 2296,,0.23912,0.15417,0.23912,0.15417
Home,PASS,,1,24460,1630.667,24466,1631.067,Player 2251,Player 1938,0.16735,0.45471,0.19815,0.5796
Home,PASS,,1,24469,1631.267,24474,1631.6,Player 1938,Player 2251,0.2028,0.5872,0.17087,0.49312
Home,PASS,,1,24475,1631.667,24476,1631.733,Player 2251,Player 2194,0.15233,0.46785,0.13378,0.44259
Home,BALL LOST,INTERCEPTION,1,24477,1631.8,24623,1641.533,Player 2194,,0.11524,0.41732,0.18708,0.48237
Away,RECOVERY,INTERCEPTION,1,24623,1641.533,24623,1641.533,Player 2269,,0.18708,0.48237,0.18708,0.48237
Home,BALL LOST,INTERCEPTION,1,24698,1646.533,24706,1647.067,Player 2254,,0.23806,0.38034,0.15308,0.31397
Away,RECOVERY,INTERCEPTION,1,24706,1647.067,24706,1647.067,Player 2269,,0.15308,0.31397,0.15308,0.31397
Away,PASS,,1,24712,1647.467,24752,1650.133,Player 2269,Player 2315,0.15333,0.31514,0.17309,0.33227
Away,PASS,,1,24753,1650.2,24756,1650.4,Player 2315,Player 2252,0.19151,0.3422,0.24677,0.37201
Away,BALL LOST,,1,24757,1650.467,24758,1650.533,Player 2252,,0.25015,0.37532,0.25354,0.37863
Home,RECOVERY,,1,24758,1650.533,24758,1650.533,Player 2300,,0.25354,0.37863,0.25354,0.37863
Home,BALL LOST,INTERCEPTION,1,24767,1651.133,24771,1651.4,Player 2295,,0.28291,0.4073,0.30059,0.42454
Away,RECOVERY,INTERCEPTION,1,24771,1651.4,24771,1651.4,Player 2105,,0.30059,0.42454,0.30059,0.42454
Away,PASS,,1,24828,1655.2,24856,1657.067,Player 2107,Player 2103,0.52398,0.63637,0.63181,0.70076
Away,PASS,LONG BALL,1,24858,1657.2,24876,1658.4,Player 2103,Player 2288,0.62556,0.72139,0.3075,0.51771
Away,PASS,,1,24880,1658.667,24909,1660.6,Player 2288,Player 2269,0.30746,0.52027,0.23766,0.62409
Away,PASS,,1,24968,1664.533,25114,1674.267,Player 2269,Player 2234,0.18747,0.54751,0.15867,0.4854
Away,SHOT,OFF TARGET,1,25119,1674.6,25829,1721.933,Player 2234,,0.1434,0.4821,0.28994,-0.00224
Home,SET PIECE,,1,25829,1721.933,25829,1721.933,Player 2194,,0.30272,0.06694,0.30272,0.06694
Home,PASS,,1,25830,1722.0,25846,1723.067,Player 2194,Player 2265,0.30912,0.10153,0.33868,0.36353
Home,BALL LOST,INTERCEPTION,1,25909,1727.267,26009,1733.933,Player 2265,,0.1201,0.62781,0.1185,0.40772
Away,RECOVERY,INTERCEPTION,1,26009,1733.933,26009,1733.933,Player 2269,,0.1185,0.40772,0.1185,0.40772
Away,PASS,,1,26025,1735.0,26164,1744.267,Player 2269,Player 2396,0.14047,0.42692,0.13055,0.48325
Away,BALL LOST,INTERCEPTION,1,26265,1751.0,26271,1751.4,Player 2396,,0.19566,0.5932,0.22381,0.64795
Home,RECOVERY,INTERCEPTION,1,26271,1751.4,26271,1751.4,Player 2265,,0.22381,0.64795,0.22381,0.64795
Home,PASS,,1,26301,1753.4,26324,1754.933,Player 2265,Player 2353,0.28208,0.68174,0.25774,0.37729
Home,BALL LOST,INTERCEPTION,1,26325,1755.0,26334,1755.6,Player 2353,,0.25831,0.3749,0.20038,0.5467
Away,RECOVERY,INTERCEPTION,1,26334,1755.6,26334,1755.6,Player 2396,,0.20038,0.5467,0.20038,0.5467
Away,BALL LOST,INTERCEPTION,1,26506,1767.067,26509,1767.267,Player 2396,,0.2131,0.64135,0.24856,0.72387
Home,RECOVERY,INTERCEPTION,1,26509,1767.267,26509,1767.267,Player 2265,,0.24856,0.72387,0.24856,0.72387
Home,PASS,,1,26522,1768.133,26852,1790.133,Player 2265,Player 1691,0.22304,0.65105,0.15758,0.34089
Home,PASS,,1,26875,1791.667,26891,1792.733,Player 1691,Player 2426,0.16176,0.34137,0.1914,0.30469
Home,PASS,LONG BALL,1,26905,1793.667,27012,1800.8,Player 2265,Player 1691,0.15888,0.33871,0.56915,0.75335
Home,PASS,,1,27047,1803.133,27055,1803.667,Player 1691,Player 2295,0.64245,0.80681,0.67822,0.9002
Home,BALL LOST,OUT,1,27093,1806.2,27093,1806.2,Player 1691,,0.70116,0.99384,0.71341,1.03781
Home,SET PIECE,THROW IN,1,27095,1806.333,27095,1806.333,Player 2295,,0.71341,1.03781,0.71341,1.03781
Home,PASS,,1,27110,1807.333,27123,1808.2,Player 2295,Player 2382,0.69496,0.96481,0.72381,0.79456
Away,PASS,,1,27130,1808.667,27177,1811.8,Player 2341,Player 2419,0.78626,0.68271,0.82366,0.67457
Home,BALL LOST,INTERCEPTION,1,27208,1813.867,27231,1815.4,Player 1691,,0.71667,0.74569,0.64695,0.86237
Away,RECOVERY,INTERCEPTION,1,27231,1815.4,27231,1815.4,Player 2105,,0.64695,0.86237,0.64695,0.86237
Away,BALL LOST,,1,27270,1818.0,27271,1818.067,Player 2105,,0.5,0.72491,0.5,0.72754
Home,RECOVERY,,1,27271,1818.067,27271,1818.067,Player 2265,,0.5,0.72754,0.5,0.72754
Home,PASS,,1,27275,1818.333,27283,1818.867,Player 2265,Player 2458,0.5,0.73686,0.55439,0.4524
Home,PASS,,1,27285,1819.0,27289,1819.267,Player 2458,Player 2382,0.56604,0.42999,0.58543,0.48258
Home,PASS,,1,27294,1819.6,27302,1820.133,Player 2382,Player 2433,0.59383,0.54687,0.55146,0.75316
Home,PASS,,1,27304,1820.267,27316,1821.067,Player 2433,Player 2382,0.55858,0.77405,0.70751,0.71531
Home,PASS,,1,27330,1822.0,27331,1822.067,Player 2433,Player 2295,0.43822,0.76217,0.41655,0.76615
Home,PASS,,1,27333,1822.2,27340,1822.667,Player 2295,Player 2474,0.3714,0.77856,0.28108,0.80866
Home,PASS,,1,27341,1822.733,27348,1823.2,Player 2474,Player 2265,0.27495,0.7981,0.26216,0.76697
Home,PASS,,1,27362,1824.133,27368,1824.533,Player 2265,Player 2433,0.27608,0.7213,0.31534,0.69204
Home,PASS,,1,27370,1824.667,27374,1824.933,Player 2433,Player 2353,0.32061,0.68619,0.23799,0.60639
Home,PASS,,1,27422,1828.133,27424,1828.267,Player 2353,Player 2433,0.27226,0.63302,0.31665,0.66438
Home,PASS,,1,27441,1829.4,27484,1832.267,Player 2433,Player 2483,0.29536,0.59722,0.42971,0.43993
Home,PASS,,1,27485,1832.333,27493,1832.867,Player 2483,Player 2265,0.42952,0.43967,0.4846,0.64107
Home,BALL LOST,INTERCEPTION,1,27497,1833.133,27507,1833.8,Player 2265,,0.53295,0.674,0.61571,0.70021
Away,RECOVERY,INTERCEPTION,1,27507,1833.8,27507,1833.8,Player 2320,,0.61571,0.70021,0.61571,0.70021
Away,PASS,,1,27547,1836.467,27554,1836.933,Player 2320,Player 2332,0.52801,0.60067,0.54227,0.4733
Away,PASS,,1,27556,1837.067,27617,1841.133,Player 2332,Player 2396,0.53401,0.44831,0.55073,0.19772
Away,BALL LOST,INTERCEPTION,1,27623,1841.533,27821,1854.733,Player 2396,,0.6027,0.22345,0.82389,0.37539
Home,RECOVERY,INTERCEPTION,1,27821,1854.733,27821,1854.733,Player 2483,,0.82389,0.37539,0.82389,0.37539
Home,BALL LOST,INTERCEPTION,1,27837,1855.8,28049,1869.933,Player 2483,,0.83249,0.37516,0.76656,0.33268
Away,RECOVERY,INTERCEPTION,1,28049,1869.933,28049,1869.933,Player 2296,,0.76656,0.33268,0.76656,0.33268
Away,PASS,,1,28119,1874.6,28205,1880.333,Player 2296,Player 2486,0.82302,0.34948,0.79811,0.50189
Away,PASS,,1,28274,1884.933,28280,1885.333,Player 2486,Player 2504,0.60193,0.74141,0.59003,0.77444
Away,PASS,,1,28314,1887.6,28320,1888.0,Player 2504,Player 2486,0.6024,0.77891,0.64364,0.75154
Away,PASS,,1,28357,1890.467,28358,1890.533,Player 2486,Player 2500,0.52109,0.5719,0.5,0.55444
Away,PASS,LONG BALL,1,28395,1893.0,28410,1894.0,Player 2500,Player 2527,0.5,0.54689,0.15762,0.3325
Away,PASS,LONG BALL,1,28583,1905.533,28618,1907.867,Player 2527,Player 2460,0.19321,0.559,0.72877,0.59861
Away,PASS,,1,28665,1911.0,28672,1911.467,Player 2460,Player 2500,0.63879,0.58121,0.54343,0.528
Away,PASS,LONG BALL,1,28673,1911.533,28687,1912.467,Player 2500,Player 2527,0.51967,0.53011,0.18706,0.55967
Away,SHOT,OFF TARGET,1,28993,1932.867,29377,1958.467,Player 2527,,0.09648,0.51402,0.41917,0.73246
Home,PASS,LONG BALL,1,29383,1958.867,29489,1965.933,Player 1691,Player 2433,0.37581,0.60084,0.15702,0.0085
Home,BALL LOST,OUT,1,29491,1966.067,29491,1966.067,Player 2433,,0.15672,0.00851,0.14916,-0.00447
Home,SET PIECE,THROW IN,1,29505,1967.0,29505,1967.0,Player 2433,,0.15121,0.00578,0.15121,0.00578
Home,PASS,LONG BALL,1,29510,1967.333,29548,1969.867,Player 2433,Player 2562,0.16147,0.05703,0.5,0.92526
Home,PASS,,1,29581,1972.067,29591,1972.733,Player 2562,Player 2477,0.42238,0.85106,0.39247,0.75147
Home,PASS,LONG BALL,1,29649,1976.6,29692,1979.467,Player 2477,Player 2571,0.4057,0.71686,0.82524,0.44859
Home,PASS,LONG BALL,1,29693,1979.533,29714,1980.933,Player 2571,Player 2477,0.80224,0.4632,0.31927,0.77
Home,BALL LOST,,1,29730,1982.0,29731,1982.067,Player 2477,,0.372,0.77739,0.37807,0.77977
Away,RECOVERY,,1,29731,1982.067,29731,1982.067,Player 2396,,0.37807,0.77977,0.37807,0.77977
Away,BALL LOST,OUT,1,29744,1982.933,29744,1982.933,Player 2396,,0.43815,0.78179,1.09618,0.24224
Home,SET PIECE,,1,29854,1990.267,29854,1990.267,Player 1691,,0.55318,0.89223,0.55318,0.89223
Home,PASS,,1,29855,1990.333,29865,1991.0,Player 1691,Player 2477,0.55369,0.89211,0.3275,0.99484
Home,BALL LOST,INTERCEPTION,1,29920,1994.667,29950,1996.667,Player 2477,,0.32856,0.9435,0.19091,0.7191
Away,RECOVERY,INTERCEPTION,1,29950,1996.667,29950,1996.667,Player 2584,,0.19091,0.7191,0.19091,0.7191
Away,PASS,,1,29980,1998.667,30016,2001.067,Player 2584,Player 2592,0.20664,0.60073,0.17133,0.38009
Away,BALL LOST,INTERCEPTION,1,30018,2001.2,30027,2001.8,Player 2592,,0.17101,0.3801,0.38547,0.37422
Home,RECOVERY,INTERCEPTION,1,30027,2001.8,30027,2001.8,Player 2353,,0.38547,0.37422,0.38547,0.37422
Home,PASS,LONG BALL,1,30095,2006.333,30192,2012.8,Player 2353,Player 2571,0.37781,0.24731,0.90768,0.3293
Away,PASS,,1,30383,2025.533,30384,2025.6,Player 2296,Player 2500,0.74256,0.2959,0.76213,0.31445
Away,BALL LOST,,1,30385,2025.667,30386,2025.733,Player 2500,,0.78169,0.333,0.80126,0.35154
Home,RECOVERY,,1,30386,2025.733,30386,2025.733,Player 2571,,0.80126,0.35154,0.80126,0.35154
Away,PASS,,1,30421,2028.067,30423,2028.2,Player 2500,Player 2460,0.69683,0.29907,0.65567,0.27945
Away,PASS,,1,30455,2030.333,30462,2030.8,Player 2595,Player 2296,0.6237,0.26646,0.53866,0.10026
Away,BALL LOST,OUT,1,30478,2031.867,30478,2031.867,Player 2296,,0.50913,-0.03061,0.50565,-0.00692
Away,SET PIECE,,1,30729,2048.6,30729,2048.6,Player 2613,,0.05256,0.47233,0.05256,0.47233
Away,PASS,,1,30734,2048.933,31021,2068.067,Player 2613,Player 2396,0.04723,0.45289,0.11869,0.80126
Away,PASS,,1,31028,2068.533,31031,2068.733,Player 2396,Player 2616,0.13782,0.86176,0.19021,0.92847
Away,BALL LOST,OUT,1,31032,2068.8,31032,2068.8,Player 2616,,0.20768,0.95071,0.26439,1.01247
Away,SET PIECE,THROW IN,1,31081,2072.067,31081,2072.067,Player 2595,,0.40486,0.97917,0.40486,0.97917
Away,BALL LOST,OUT,1,31113,2074.2,31113,2074.2,Player 2595,,0.37289,1.04148,0.36679,1.03193
Home,SET PIECE,THROW IN,1,31114,2074.267,31114,2074.267,Player 2627,,0.36679,1.03193,0.36679,1.03193
