Frame,X_img,Y_img,visible
19134,,,0
19140,,,0
19146,,,0
19152,,,0
19158,,,0
19164,,,0
19170,,,0
19176,,,0
19182,,,0
19188,,,0
19194,,,0
19200,,,0
19206,,,0
19212,,,0
19218,,,0
19224,,,0
19230,,,0
19236,,,0
19242,,,0
19248,,,0
19254,,,0
19260,,,0
19266,,,0
19272,,,0
19278,,,0
19284,,,0
19290,,,0
19296,,,0
19302,,,0
19308,,,0
19314,,,0
19320,,,0
19326,,,0
19332,,,0
19338,,,0
19344,,,0
19350,,,0
19356,,,0
19362,,,0
19368,,,0
19374,,,0
19380,,,0
19386,,,0
19392,,,0
19398,,,0
19404,,,0
19410,,,0
19416,,,0
19422,,,0
19428,,,0
19434,,,0
19440,,,0
19446,,,0
19452,,,0
19458,,,0
19464,,,0
19470,,,0
19476,,,0
19482,,,0
19488,,,0
19494,,,0
19500,,,0
19506,,,0
19512,,,0
19518,,,0
19524,,,0
19530,,,0
19536,,,0
19542,,,0
19548,,,0
19554,,,0
19560,,,0
19566,,,0
19572,,,0
19578,,,0
19584,,,0
19590,,,0
19596,,,0
19602,,,0
19608,,,0
19614,,,0
19620,,,0
19626,,,0
19632,,,0
19638,,,0
19644,,,0
19650,,,0
19656,,,0
19662,,,0
19668,,,0
19674,,,0
19680,,,0
19686,,,0
19692,,,0
19698,,,0
19704,,,0
19710,,,0
19716,,,0
19722,,,0
19728,,,0
19734,,,0
19740,,,0
19746,,,0
19752,,,0
19758,,,0
19764,,,0
19770,,,0
19776,,,0
19782,,,0
19788,,,0
19794,,,0
19800,,,0
19806,,,0
19812,,,0
19818,,,0
19824,,,0
19830,,,0
19836,,,0
19842,,,0
19848,,,0
19854,,,0
19860,,,0
19866,,,0
19872,,,0
19878,,,0
19884,,,0
19890,,,0
19896,,,0
19902,,,0
19908,,,0
19914,,,0
19920,,,0
19926,,,0
19932,,,0
19938,,,0
19944,,,0
19950,,,0
19956,,,0
19962,,,0
19968,,,0
19974,,,0
19980,,,0
19986,,,0
19992,,,0
19998,,,0
20004,,,0
20010,,,0
20016,,,0
20022,,,0
20028,,,0
20034,,,0
20040,,,0
20046,,,0
20052,,,0
20058,,,0
20064,,,0
20070,,,0
20076,,,0
20082,,,0
20088,,,0
20094,,,0
20100,,,0
20106,,,0
20112,,,0
20118,,,0
20124,,,0
20130,,,0
20136,,,0
20142,,,0
20148,,,0
20154,,,0
20160,,,0
20166,,,0
20172,,,0
20178,,,0
20184,,,0
20190,,,0
20196,,,0
20202,,,0
20208,,,0
20214,,,0
20220,,,0
20226,,,0
20232,,,0
20238,,,0
20244,,,0
20250,,,0
20256,,,0
20262,,,0
20268,,,0
20274,,,0
20280,,,0
20286,,,0
20292,,,0
20298,,,0
20304,,,0
20310,,,0
20316,,,0
20322,,,0
20328,,,0
20334,,,0
20340,,,0
20346,,,0
20352,,,0
20358,,,0
20364,,,0
20370,,,0
20376,,,0
20382,,,0
20388,,,0
20394,,,0
20400,,,0
20406,,,0
20412,,,0
20418,,,0
20424,,,0
20430,,,0
20436,,,0
20442,,,0
20448,,,0
20454,,,0
20460,,,0
20466,,,0
20472,,,0
20478,,,0
20484,,,0
20490,,,0
20496,,,0
20502,,,0
20508,,,0
20514,,,0
20520,,,0
20526,,,0
20532,,,0
20538,,,0
20544,,,0
20550,,,0
20556,,,0
20562,,,0
20568,,,0
20574,,,0
20580,,,0
20586,,,0
20592,,,0
20598,,,0
20604,,,0
20610,,,0
20616,,,0
20622,,,0
20628,,,0
20634,,,0
20640,,,0
20646,,,0
20652,,,0
20658,,,0
20664,,,0
20670,,,0
20676,,,0
20682,,,0
20688,,,0
20694,,,0
20700,,,0
20706,,,0
20712,,,0
20718,,,0
20724,,,0
20730,,,0
20736,,,0
20742,,,0
20748,,,0
20754,,,0
20760,,,0
20766,,,0
20772,,,0
20778,,,0
20784,,,0
20790,,,0
20796,,,0
20802,,,0
20808,,,0
20814,,,0
20820,,,0
20826,,,0
20832,,,0
20838,,,0
20844,,,0
20850,,,0
20856,,,0
20862,,,0
20868,,,0
20874,,,0
20880,,,0
20886,,,0
20892,,,0
20898,,,0
20904,,,0
20910,,,0
20916,,,0
20922,,,0
20928,,,0
20934,,,0
20940,,,0
20946,,,0
20952,,,0
20958,,,0
20964,,,0
20970,,,0
20976,,,0
20982,,,0
20988,,,0
20994,,,0
21000,,,0
21006,,,0
21012,,,0
21018,,,0
21024,,,0
21030,,,0
21036,,,0
21042,,,0
21048,,,0
21054,,,0
21060,,,0
21066,,,0
21072,,,0
21078,,,0
21084,,,0
21090,,,0
21096,,,0
21102,,,0
21108,,,0
21114,858,713,1
21120,863,713,1
21126,856,716,1
21132,856,716,1
21138,842,716,1
21144,842,716,1
21150,842,716,1
21156,842,716,1
21162,842,716,1
21168,831,739,1
21174,774.7,633.8,1
21180,710.4,550.7,1
21186,672.1,529.0,1
21192,654.5,489.9,1
21198,642.0,480.6,1
21210,638,458,1
21216,650,410,1
21222,651,395,1
21228,659.6,388.1,1
21234,655.9,380.8,1
21246,628,393,1
21252,585,381,1
21258,472.6,416.4,1
21264,413,443,1
21270,439.3,451.6,1
21282,478,519,1
21288,479.4,556.8,1
21294,467.4,585.8,1
21300,483.2,598.5,1
21306,532.8,586.2,1
21312,524.2,583.7,1
21318,503.0,579.8,1
21324,494,573,1
21330,484.1,576.6,1
21336,488.1,584.4,1
21342,505.9,588.1,1
21348,510.1,592.8,1
21360,497,592,1
21366,434,498,1
21372,428,486,1
21378,448,469,1
21384,493,474,1
21390,513,475,1
21396,502,473,1
21402,503,478,1
21408,485,491,1
21414,507,491,1
21420,607,482,1
21426,740,380,1
21432,798,310,1
21438,892,347,1
21444,1031,454,1
21450,1235,665,1
21456,1244,706,1
21462,1202,721,1
21468,1144,711,1
21474,1144,711,1
21480,603.9,705.5,1
